post_id,author,text,date,likes,comments_count,shares,hashtags,media_url,post_datetime,text_length,word_count,has_media,days_since_post
urn:li:activity:7292913350110334979,"Ruchi Honale
Ruchi Honale","Celebrating the Spirit of Community & Opportunity at ACM-W CCEW!

Our ACM-W CCEW Chapter Cummins, Pune Raffle was nothing short of extraordinary—a perfect blend of engagement, celebration, and recognition! This event was more than just a giveaway; it was a testament to the thriving, dynamic community we are building together. 

We began with an interactive introduction session, where members got to know each other, fostering bonds that will drive collaboration in the year ahead. This was followed by the much-anticipated raffle, where luck favored four lucky winners - Astha Nitnaware , Tanvi Mulik , Ketaki Dixit and Bhakti Chaudhari ! 🎉 

Beyond the raffle, we also took the opportunity to recognize the dedication and contributions of our members: 
🏆 Two most active ACM members - Tanaya Chemate and Shruti Thakur were rewarded for their continued commitment. 
🌟 Two exceptional volunteers - Arya Shetye and Anushka Kelkar were honored for their invaluable efforts. 

These scholarships, generously offered by MKSSS Cummins College of Engineering for Women , are a testament to the institution’s commitment to empowering students through technology and leadership. We are truly grateful for their support in making this possible. 

A heartfelt thank you to Dr. Sandhya Arora Ma’am and our entire ACM-W CCEW community for making this meetup such a resounding success. Seeing the excitement and passion in the eyes of our members took me back to when I first joined ACM as a sophomore. That spark of curiosity and drive is exactly what we aim to nurture. 

This is just the beginning, and I’m truly looking forward to creating a memorable, impactful, and enriching experience for all our members. Here’s to a fantastic year ahead! 
ACM, Association for Computing Machinery 
ACM India 
ACM-W: ACMs Women in Computing 

hashtag
#ACMWCCEW 
hashtag
#Leadership 
hashtag
#CommunityBuilding 
hashtag
#TechForAll 
hashtag
#Scholarships 
hashtag
#WomenInTech 
hashtag
#Gratitude","10mo • Edited • 
 
10 months ago • Edited • Visible to anyone on or off LinkedIn",554,5,3,"#ACMWCCEW, #, #Leadership, #, #CommunityBuilding, #, #TechForAll, #, #Scholarships, #, #WomenInTech, #, #Gratitude, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-03-05 13:40:31.577365,1976,303,1,300
urn:li:activity:7292450176898592770,"Ruchi Honale
Ruchi Honale","ACM-W CCEW Membership Drive – An Impressive Kick-Off

We are delighted to announce that our recent membership drive has garnered an overwhelmingly positive response, marking an auspicious start to the new academic year for ACM-W CCEW Chapter Cummins, Pune .

During our orientation, we organized an engaging Mentimeter Quiz designed to challenge and inspire our community members. We are pleased to recognize the following individuals who excelled in the competition and have been awarded a 50% scholarship on their membership fees! 🏆💸 A huge congratulations to our winners: 

🌟 Mentimeter Quiz Winners:
✨ Samruddhi Dargode 
✨ Avisha M. 
✨ Pritee Karpe 
✨ Sanchi Kasbe 

A big thank you to everyone who participated—you made this event truly special! Grateful to our amazing Recruitment Team - Tanaya Chemate , Sayali Hirkar , Shruti Thakur , Mishwka Raut , Arati Ambekar , Rahi Gaykar, Tanisha Chavan ,Tisha Kothari , Sai Patil Madhura Inamdar for their efforts 🎉
 If you missed out, don’t worry! We have a Raffle Draw tomorrow at 5 PM in Instru Quad. 🎟️ Bring your lucky charms and join us for a chance to win exciting prizes! 

I’m incredibly excited for what’s ahead and look forward to leading ACM-W CCEW to greater heights. Let’s make this year bigger, better, and full of new opportunities! 

Would love to hear your thoughts and connect with more tech enthusiasts—let’s build something amazing together!


hashtag
#NewBeginnings 
hashtag
#ACMWCCEW 
hashtag
#Leadership 
hashtag
#MembershipDrive 
hashtag
#TechCommunity 
hashtag
#WomenInTech 
hashtag
#Gratitude 
hashtag
#Networking","10mo • Edited • 
 
10 months ago • Edited • Visible to anyone on or off LinkedIn",32,2,1,"#NewBeginnings, #, #ACMWCCEW, #, #Leadership, #, #MembershipDrive, #, #TechCommunity, #, #WomenInTech, #, #Gratitude, #, #Networking, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-03-05 13:40:31.577369,1589,246,1,300
urn:li:activity:7279147095507320832,"Ruchi Honale
Ruchi Honale","I am glad to share that we won First Prize 🏆 in the Gymnosperms Category for our beautiful tree 🎄 at the Annual Exhibition of Akola Garden Club supported by Mahabeej Akola ! This tree isn’t just a plant; it’s a cherished member of our family, nurtured lovingly by my amazing mother. Her dedication, care, and connection with nature have truly made our home garden a thriving oasis. 

Trees are more than just ornaments or sources of shade—they are living beings that sustain life on Earth. They provide oxygen, improve our surroundings, and bring unmatched beauty to our lives. Let's take a moment to appreciate these silent guardians and commit to protecting them. 

🌱 As we step into 2025, let’s each pledge to plant and care for at least one tree in the upcoming year. Together, we can create a greener, healthier planet for generations to come. It starts with just one tree—let’s make it happen! 


hashtag
#NatureLovers 
hashtag
#HomeGarden 
hashtag
#Sustainability 
hashtag
#TreeCare 
hashtag
#FirstPrize 
hashtag
#Gymnosperms 
hashtag
#PlantATree2025","11mo • 
 
11 months ago • Visible to anyone on or off LinkedIn",1042,16,0,"#NatureLovers, #, #HomeGarden, #, #Sustainability, #, #TreeCare, #, #FirstPrize, #, #Gymnosperms, #, #PlantATree2025, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-02-03 13:40:31.577373,1057,170,1,330
urn:li:activity:7273993592866504707,"Ruchi Honale
Ruchi Honale","Meeting the Legend Who Made Science Magical🧲: Arvind Gupta Sir

As a child, I was captivated by 
Tarang, the iconic show where Arvind Gupta brought science to life with simple, everyday objects. His approach of turning trash into toys didn’t just teach science—it sparked creativity, curiosity, and a lifelong love for learning in so many of us. 

Today, at the Pune Literature Festival 2024, I had the incredible honor of meeting this legend in person. It felt surreal to shake hands with someone whose work has inspired generations, including me. His journey, his philosophy of learning through play, and his passion for making education accessible to all left me awestruck. 

He is a reminder of how simplicity and ingenuity can create profound impact. His life’s work continues to empower children, educators, and parents globally. 

If you grew up watching Tarang or are inspired by his innovations, let’s celebrate this icon together! Share your favorite memory of his work or a DIY science hack you learned from him in the comments.

Here’s to more role models like Arvind Gupta Sir, who prove that education can be fun, meaningful, and transformative. 🙌 


hashtag
#punebookfest 
hashtag
#tarang 
hashtag
#doordarshan 
hashtag
#science 
hashtag
#punelitfest2024","11mo • Edited • 
 
11 months ago • Edited • Visible to anyone on or off LinkedIn",769,9,0,"#punebookfest, #, #tarang, #, #doordarshan, #, #science, #, #punelitfest2024, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-02-03 13:40:31.577376,1269,200,1,330
urn:li:activity:7269417671471845378,"Ruchi Honale
Ruchi Honale","Stop Scrolling! You Need to Know Why IPv6 is the Next Big Thing!

We’ve all heard it: “We’re running out of IP addresses!” Enter IPv6, the hero with more addresses than we’ll ever need (seriously, trillions upon trillions). But this isn’t just a story about more numbers. It’s a tale of how the Internet itself is evolving in ways that go far beyond those little dot-separated digits. 
 IPv6 isn’t just about fixing the awkward “out of room” moment caused by IPv4’s 4.3 billion addresses. It’s about what happens when scarcity vanishes entirely. Imagine suddenly having infinite storage on your phone—what would you focus on? Probably everything except storage. 

That’s exactly what the Internet is doing. Instead of fretting over how to squeeze everyone onto the network, it’s now all about what we do once we’re there. Applications, services, and experiences have taken center stage, and the network is happy to sit back and play its role as the reliable foundation. 
Let’s be honest: IPv4 is like that old phone you keep around because it still works (kinda). NAT ( 
hashtag
#Network Address Translation) and clever hacks have kept it alive, even as IPv6 sits there, shiny and ready to take over. But here’s the thing: IPv4’s continued use isn’t about preference; it’s about momentum. Shifting global infrastructure is like trying to steer a cruise ship with a canoe paddle—it’s slow, messy, and nobody’s having fun. 

The switch to IPv6 is about more than tech. It’s about the Internet economy evolving. Back in the 
hashtag
#IPv4 days, the network itself was the hot commodity. Scarcity of addresses meant communication capability was the prize. Now? With 
hashtag
#IPv6, that scarcity is gone, and the economic action has shifted up the stack. 
 The real game is happening where apps and services live. Whether it’s your favorite streaming platform, AI chatbots, or immersive VR worlds, it’s the what that matters now—not the how. Companies are no longer competing over bandwidth and addresses; they’re racing to deliver the smartest, fastest, and coolest applications. Without the limits of address scarcity, developers are free to think bigger, connecting more devices, deploying smarter networks, and enabling services we haven’t even dreamed of yet. 

Now you might be wondering, What Does This Mean for Us?
As IPv6 adoption grows, we’re moving into an Internet that’s less about “Can we connect?” and more about “What incredible things can we do once we’re connected?” 
The real story isn’t about IPv6 replacing IPv4—it’s about how this shift is redefining what the Internet is for. So buckle up, because the best days of the Internet aren’t behind us; they’re just getting started.

I’m incredibly grateful to R (Venki) Venkateswaran Sir for sharing an insightful article with me on this topic, which helped me better understand the impact of this transition.This post is based on the article The IPv6 Transition by Geoff Huston , dated 22 Oct 2024 - https://lnkd.in/d59KgBHC","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",755,6,0,"#Network, #, #IPv4, #, #IPv6, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577380,2988,486,1,365
urn:li:activity:7268569869971828736,"Ruchi Honale
Ruchi Honale","Do We Have Practicals Going On? Yes. But Was It Going to Stop Us from Having One More Confluence? Absolutely Not! 🌟 

This month’s ACM Confluence was a shining example to our chapter's unwavering spirit. Initially planned as a blog format to accommodate everyone’s packed schedules during practical exams, the overwhelming requests for a live session changed everything. And as Vice-Chair, how could I resist? 💪✨ 

To me, what matters most is the confidence and camaraderie these events instill in our chapter members. So, we made it happen – a vibrant live event filled with insightful discussions inspired by The Communications of the ACM – November Edition. The energy, the ideas, and the enthusiasm were truly unmatched!

🎉 A big round of applause for our winners, Tanaya Chemate and Shruti Thakur ! 🎉 
Your remarkable contributions stood out, and it was a joy to celebrate your success. 🏆👏 

None of this would have been possible without the incredible efforts of our participants who managed to balance their busy schedules to make this event a success. Your passion is what keeps us going! 🚀 

Here’s to many more Confluence sessions, proving once again that nothing can stop us from learning, growing, and inspiring one another. 💛


hashtag
#ACMWCCEWPune 
hashtag
#Confluence2024 
hashtag
#WomenInTech 
hashtag
#Leadership 
hashtag
#NeverStopLearning 
hashtag
#LiveEvents
ACM, Association for Computing Machinery 
ACM-W: ACMs Women in Computing 
ACM-W CCEW Chapter Cummins, Pune 
Sayali Hirkar Madhura Inamdar Tisha Kothari Diksha Talathi","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",490,4,1,"#ACMWCCEWPune, #, #Confluence2024, #, #WomenInTech, #, #Leadership, #, #NeverStopLearning, #, #LiveEvents, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577384,1546,240,1,365
urn:li:activity:7266509047594438657,"Ruchi Honale
Ruchi Honale","Mastering IPR in the 7th Edition: A Milestone Worth Celebrating!

Ever since my team and I created the IPR Game for SIH 2023, I’ve been deeply curious about the nuances of intellectual property rights. That curiosity turned into an incredible learning journey when I had the chance to participate in the IPTSE 7th Edition, where I proudly scored in the top bracket with 49/60 marks! 🏆

The program offered so much more than just a test—it provided expert sessions, guidance, and mock tests that made learning both insightful and fun. The lectures on IPR were an eye-opener, enriching my understanding of a topic that’s shaping industries and innovation globally. 

A huge thank you to Anureet Sandhu ma’am and Dr. Sunita Jahirabadkar ma’am for their mentorship and support throughout this journey! 🙏 Your guidance made this experience truly rewarding. A big thanks to Sakshi Mandke ma'am for motivating me to study further about IPR.

This milestone has only strengthened my interest in IPR, and I’m excited to see how this knowledge shapes my future endeavors. Have you explored intellectual property rights? Drop a comment with your thoughts or experiences!


hashtag
#IPR 
hashtag
#IPTSE 
hashtag
#Innovation 
hashtag
#LearningJourney 
hashtag
#CuriosityToAchievement 
hashtag
#Grateful","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",387,10,0,"#IPR, #, #IPTSE, #, #Innovation, #, #LearningJourney, #, #CuriosityToAchievement, #, #Grateful, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577388,1289,200,1,365
urn:li:activity:7264739660105469952,"Ruchi Honale
Ruchi Honale","Lately, I’ve been receiving a lot of DMs about the Allianz Tech Championship interview process, so I thought I’d share some tips to help you ace it: 

1. Approach with Confidence and Collaboration
The interview is more of a dialogue than a test. The panel is keen on your ideas and how they can translate into impactful solutions. Stay calm and focused—it’s a two-way street. 

2. Understand Your Work
You should be comfortable talking about your project—the 'why' behind your choices and its potential impact are always good starting points.

3. Embrace the Learning Opportunity
Treat the interview as more than just an evaluation. The panel consists of experts who can provide invaluable insights. You’ll leave the room smarter than when you entered!💡I deleted around 6000 unnecessary pictures from my cloud storage after Rahul Sir introduced me to the harm it causes to the environment. 

4. Authenticity is Key
Be honest and transparent with your responses. Authenticity resonates with interviewers and leaves a lasting impression. 

Bonus Tip: If you blank out during a question, just remember—Ctrl+Z doesn’t work in real life, but a quick pause and a thoughtful answer can save the day! 

Through this initiative, Allianz is doing an amazing job of nurturing young tech talent and helping us grow. I’m genuinely grateful for such platforms.

Good luck to everyone preparing—keep learning and enjoying the process! If you have more questions, feel free to drop a message or comment below. Let’s learn and grow together.","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",169,8,1,,https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577392,1524,246,1,365
urn:li:activity:7259207764286066688,"Ruchi Honale
Ruchi Honale","🪄✨ Calling all Wizards and Muggles of Tech! 🎩✒️

The ACM-W CCEW Student Chapter invites you to step into the world of Scriptium Ignitus 📜—a magical Inter-college Technical Blog Writing Competition! 🧙‍♂️ 

Why Enter this Spellbinding Challenge?
🔮 Master the Art of Technical Writing – Improve your communication skills, a rare and powerful asset in the tech world. 
✨ Impress Recruiters– Showcase your unique perspective on trending topics like Generative AI, Cybersecurity, and AR/VR to make your profile shine. 
🎁 Enchanting Prizes & Collectible Stickers – Win exclusive prizes and collect custom Harry Potter-themed laptop stickers for all participants!

Details to Remember
📅 Webinar: November 9, 12:30 PM– Start your journey with the grand reveal of topics and expert writing tips. 
🖋️ Submission Period: November 9–18 – Bring your ideas to life and submit your blog for a chance to win! 

🎓Open to all skill levels—no prior experience with blog writing or magic spells required!

🔗 Don’t miss this one-of-a-kind opportunity to elevate your tech journey. Register now, as spots fill quickly! Register Here- https://lnkd.in/dVW4yMBG
ACM, Association for Computing Machinery 
ACM India 
ACM-W: ACMs Women in Computing 

hashtag
#ScriptiumIgnitus","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",768,8,0,"#ScriptiumIgnitus, #, #ACM, #, #TechBlogBattle, #, #TechWritersChallenge, #, #BloggingTheFuture, #, #TechTales, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577395,1247,189,1,365
urn:li:activity:7257055956964909056,"ACM, Association for Computing Machinery
ACM, Association for Computing Machinery","hashtag
#ACMTuringAward recipient Avi Wigderson explaining Alan Turing's Imitation Game. Unlock full video of Wigderson's Turing Lecture here: https://bit.ly/3YzgDY3","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",879,1,4,"#ACMTuringAward, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577399,165,19,1,365
urn:li:activity:7254906750301048833,"Ruchi Honale
Ruchi Honale","Three months in the making, one design to unite us all!

At the ACM-W CCEW Student Chapter, we believe in celebrating the legacy of computing legends while fostering innovation and creativity. Our t-shirt design reflects this vision, encapsulating the theme : History of Computing: Foundations, Innovations, and Beyond.

From the moment you see it, this design catches everyone's eye—bold, meaningful, and representing the passion of our entire team. This isn’t just a t-shirt; it’s a celebration of our collective spirit, enthusiasm, and dedication. 
Check out the infographic below to see the evolution of this design and the thoughts our team poured into every detail!
Comment below with your favorite elements or something you'd add to the design! 💡👇

It is one of my fondest projects which I led during my tenure as Graphics Design Head, with immense support from Dr. Sandhya Arora ma'am, Aaditee Iche and my creative team - Tejashree Raul , Gargee Patil , Maitreyee Deshpande , Pranali Bhosale and Mishwka Raut .

👕Want to wear your passion for computing? Join us at the next ACM Recruitment drive at ACM-W CCEW Chapter Cummins, Pune and grab your own! Follow us to stay updated on upcoming workshops, events, and more. 

hashtag
#ACM 
hashtag
#ComputingLegends 
hashtag
#Innovation 
hashtag
#TechCommunity 
hashtag
#GraphicDesign 
hashtag
#ACMTShirt 
hashtag
#TeamWork
ACM Women India 
ACM, Association for Computing Machinery 
ACM-W: ACMs Women in Computing","1yr • 
 
1 year ago • Visible to anyone on or off LinkedIn",987,5,2,"#ACM, #, #ComputingLegends, #, #Innovation, #, #TechCommunity, #, #GraphicDesign, #, #ACMTShirt, #, #TeamWork, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577402,1465,228,1,365
urn:li:activity:7253978314552320000,"Ruchi Honale
Ruchi Honale","How do I know if I'm ""The Chosen One"" for Research?

One of the simplest and most practical answers is ""Trial and Error""

I recently had the privilege of attending an insightful lecture by Dr.Tanvi Banerjee , an Associate Professor in Computer Science & Engineering at Wright State University. Her work on using physiological data to measure cognitive flow and manage chronic conditions like Sickle Cell Disease through wearable technologies was truly inspiring.
One moment that particularly stood out to me was when someone asked her how she knew she wanted to pursue research. Her response was in 3 simple yet powerful words : ""trial and error."" It resonated deeply, as she shared how each challenge she faced was an opportunity to learn, adapt, and grow. She made it clear that research isn't a straight path—it’s a journey filled with experimentation, unexpected results, and discoveries that come from persistence. Her words reminded me that the process of figuring things out, even when uncertain, is where true growth happens.

Throughout the session, I found myself drawn to Dr. Banerjee’s practical, down-to-earth approach. Whether she was discussing the use of wearable devices for real-time health monitoring or breaking down complex AI applications, her explanations were both engaging and accessible. It was incredibly motivating to hear an alumna of our college making such a significant impact at the intersection of AI and healthcare.

A huge thanks to Dr. Supriya Kelkar Ma’am for organizing this inspiring event and to Apoorv Sir for facilitating a great discussion. I walked away with a renewed sense of excitement for the future of AI in healthcare and a deeper understanding of the power of data in transforming patient care.

So in case you’re still wondering if research is for you, just use - ""Trial and Error"" spell ;)


hashtag
#AIinHealthcare 
hashtag
#DataScience 
hashtag
#WearableTech 
hashtag
#ChronicDiseaseManagement 
hashtag
#WomenInSTEM 
hashtag
#InnovativeResearch 
hashtag
#HealthcareAI 
hashtag
#STEM","1yr • Edited • 
 
1 year ago • Edited • Visible to anyone on or off LinkedIn",768,6,0,"#AIinHealthcare, #, #DataScience, #, #WearableTech, #, #ChronicDiseaseManagement, #, #WomenInSTEM, #, #InnovativeResearch, #, #HealthcareAI, #, #STEM, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577406,2038,316,1,365
urn:li:activity:7252350984499204096,"Ruchi Honale
Ruchi Honale","When do you foresee the need to move beyond Internet Protocols (IP)?

This was something that I asked today as I had the privilege of attending an enlightening co-teaching session led by the renowned Dr. R (Venki) Venkateswaran Sir , an ACM Distinguished Speaker. The session, part of the Teacher Partnership Program by ACM India , offered deep insights into the Data Link Layer and critical features of IP protocols.

One of the most engaging moments was a practical demonstration that illustrated essential concepts of IP protocols and packet-switching networks. Two messages were passed from two separate sources to different destinations in the auditorium. These messages were fragmented into 5 parts and transmitted via different paths (students). The outcome was revealing: one recipient received all 5 packets but in a random order, demonstrating IP’s lack of in-order delivery guarantee, while the other received only 1 packet, highlighting packet loss. This activity effectively demonstrated how IP operates in a best-effort delivery model and lacks reliability and sequencing, key services provided by higher layers like TCP.

When Dr. Venkateswaran remarked that IP is ""just good enough"" for most modern applications, I couldn’t resist asking, ""When do you foresee the need to move beyond IP?"" His insightful response—""It will take long enough""—made me reflect on the resilience and adaptability of IP in today’s networks and how far-reaching its influence is, even as we anticipate future advances in networking protocols.

I'm deeply grateful to MKSSS Cummins College of Engineering for Women , Dr. Supriya Kelkar ma'am, meenal Kamlakar ma'am and Dr.Mahendra Deore Sir for facilitating such an insightful session, and I look forward to more such thought-provoking discussions. Special thanks to ACM India for fostering such opportunities that blend academic and practical learning!


hashtag
#NetworkingProtocols 
hashtag
#IPProtocol 
hashtag
#ACMIndia 
hashtag
#ComputerNetworks 
hashtag
#NetworkingEvolution","1yr • Edited • 
 
1 year ago • Edited • Visible to anyone on or off LinkedIn",896,5,0,"#NetworkingProtocols, #, #IPProtocol, #, #ACMIndia, #, #ComputerNetworks, #, #NetworkingEvolution, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577410,2022,299,1,365
urn:li:activity:7251956734724820995,"Ruchi Honale
Ruchi Honale","If you invested Rs.100 in Bitcoin in 2008, you’d be shocked to know how much that would be worth today!

Many things like the remarkable rise of Bitcoin were discussed in today's ACM Confluence. I had the privilege of witnessing firsthand the passion and creativity of our members during this October edition, even amidst the pressures of exams, it felt like a breath of fresh air.
Here are some key highlights from today's event:
I presented my work on Deep Neural Networks (DNNs) and the CIFAR-10 dataset, illustrating their impactful applications in image recognition. Mishwka addressed the critical concern of researchers using incorrect data, underscoring the importance of integrity in research practices. SAYALI introduced us to the innovative Semantic Reader project, showcasing how AI can transform our reading experiences. Shruti navigated us through the evolution of blockchain technology, she also shared insights from her internship at Kalpit Veerwal 's Kiyo.

Today’s discussions served as a powerful reminder of the wealth of knowledge each of us brings to the table. A big congratulations to Shruti Thakur for securing the highest votes and continuing her winning streak! 🏆 

I look forward to more sessions like this, where we inspire and learn from one another. Together, let’s continue to push the boundaries of our knowledge and skills! A big thanks to our faculty coordinator Dr. Sandhya Arora ma'am for supporting this initiative. 
ACM, Association for Computing Machinery 
ACM-W: ACMs Women in Computing 
ACM-W CCEW Chapter, Cummins, Pune 
Sai Patil 
hashtag
#ACMConfluence 
hashtag
#InnovationInTech

hashtag
#WomenInTech","1yr • Edited • 
 
1 year ago • Edited • Visible to anyone on or off LinkedIn",165,4,0,"#ACMConfluence, #, #InnovationInTech, #, #WomenInTech, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577413,1645,252,1,365
urn:li:activity:7249682873031548928,"Ruchi Honale
Ruchi Honale","I had the honor of winning the Allianz Tech Championship 2023, With the 2024 edition recently announced, I’ve been receiving several queries from participants eager to take part. This year, it’s even bigger with 10 diverse problem statements and 50+ scholarships up for grabs!

A huge shoutout to Allianz Technology team, especially Jayant Tulsiani Sir, Waheed Shaikh Sir, Pramod Hande Sir , Ritika Vibhute ma'am and Neelesh Ruia Sir for organizing such an incredible opportunity to support young tech talent. I’m also grateful to MKSSS Cummins College of Engineering for Women for the constant support. 

For those participating, here are a few key points to keep in mind:

1. Be Authentic – Trust your instincts and work with your original ideas. The rawness of your thoughts often leads to unique solutions that stand out. Don’t try to fit a mold; let your creativity flow naturally.

2. Give your best shot in the first go – The first solution you submit will be considered throughout the process, so put in your full effort right from the start. Think things through and treat your initial attempt as your best chance to impress.

3. Research thoroughly – Solid research is the backbone of a strong idea. Make sure you’ve explored your topic from all angles and have the facts and data to back up your approach. An idea grounded in thorough research is hard to challenge.

4. Wireframe like a Pro – A well-structured wireframe is crucial. Keep your concept clear, concise, and visually impactful. This step will help refine your idea and make it more accessible to others, so focus on communicating it in the simplest yet most effective way possible.

5. Keep an eye on the Mercer Mettle platform – Updates and notifications could come at any time, so stay vigilant. Missing an important announcement could set you back, so make it a habit to regularly check in and stay informed.

Approach it with passion and precision—this is your chance to shine!✨️

The Championship is now open for 3rd and 4th-year students. Reach out to your TPO for more details! Feel free to drop any questions in the comments below, and I’ll be happy to help.😄

Ananya K. Anuradha Kalkar Khushi Tiwari 

hashtag
#AllianzTechChampionship 
hashtag
#TechInnovation","1yr • Edited • 
 
1 year ago • Edited • Visible to anyone on or off LinkedIn",557,20,0,"#AllianzTechChampionship, #, #TechInnovation, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2024-12-30 13:40:31.577417,2242,375,1,365
